date,machine_id,shift,operator_id,units_produced,defective_units,downtime_minutes
2025-03-02,M3,Night,OP2,156,17,45
2025-03-02,M4,Day,OP5,139,7,30
2025-03-02,M4,Night,OP3,113,6,31
2025-03-02,M5,Day,OP6,145,2,2
2025-03-02,M5,Night,OP2,158,6,20
2025-03-03,M1,Day,OP10,120,11,150
2025-03-03,M1,Night,OP10,122,12,78
2025-03-03,M2,Day,OP9,133,3,38
2025-03-03,M2,Night,OP4,147,7,43
2025-03-03,M3,Day,OP1,180,21,38
2025-03-03,M3,Night,OP8,100,10,42
2025-03-03,M4,Day,OP1,100,7,76
2025-03-03,M4,Night,OP2,140,13,63
2025-03-03,M5,Day,OP9,147,4,15
2025-03-03,M5,Night,OP1,155,5,26
2025-03-04,M1,Day,OP5,142,7,85
2025-03-04,M1,Night,OP8,167,15,71
2025-03-04,M2,Day,OP6,176,7,33
2025-03-04,M2,Night,OP4,180,6,20
2025-03-04,M3,Day,OP3,143,16,22
2025-03-04,M3,Night,OP1,103,10,27
2025-03-04,M4,Day,OP5,169,9,34
2025-03-04,M4,Night,OP8,109,5,29
2025-03-04,M5,Day,OP10,137,6,59
2025-03-04,M5,Night,OP6,104,2,15
2025-03-05,M1,Day,OP8,101,5,113
2025-03-05,M1,Night,OP2,134,18,140
2025-03-05,M2,Day,OP1,120,6,14
2025-03-05,M2,Night,OP3,178,9,48
2025-03-05,M3,Day,OP1,130,10,31
2025-03-05,M3,Night,OP7,159,17,44
2025-03-05,M4,Day,OP7,110,6,13
2025-03-05,M4,Night,OP10,177,8,44
2025-03-05,M5,Day,OP1,172,4,1
2025-03-05,M5,Night,OP8,106,3,7
2025-03-06,M1,Day,OP7,174,12,71
2025-03-06,M1,Night,OP2,108,7,84
2025-03-06,M2,Day,OP5,172,14,51
2025-03-06,M2,Night,OP3,115,7,39
2025-03-06,M3,Day,OP1,174,14,10
2025-03-06,M3,Night,OP5,169,25,64
2025-03-06,M4,Day,OP4,146,5,39
2025-03-06,M4,Night,OP1,156,6,51
2025-03-06,M5,Day,OP2,133,3,9
2025-03-06,M5,Night,OP7,150,3,16
2025-03-07,M1,Day,OP1,111,9,87
2025-03-07,M1,Night,OP9,160,10,117
2025-03-07,M2,Day,OP2,101,2,5
2025-03-07,M2,Night,OP3,111,7,45
2025-03-07,M3,Day,OP3,137,14,15
2025-03-07,M3,Night,OP8,101,9,41
2025-03-07,M4,Day,OP2,142,4,11
2025-03-07,M4,Night,OP2,140,9,25
2025-03-07,M5,Day,OP6,110,3,8
2025-03-07,M5,Night,OP3,132,2,19
2025-03-08,M1,Day,OP3,110,9,103
2025-03-08,M1,Night,OP4,135,17,159
2025-03-08,M2,Day,OP10,158,6,17
2025-03-08,M2,Night,OP4,144,7,54
2025-03-08,M3,Day,OP9,136,11,33
2025-03-08,M3,Night,OP3,154,15,32
2025-03-08,M4,Day,OP8,106,3,21
2025-03-08,M4,Night,OP9,110,7,26
2025-03-08,M5,Day,OP10,112,2,3
2025-03-08,M5,Night,OP7,138,2,12
2025-03-09,M1,Day,OP4,113,12,150
2025-03-09,M1,Night,OP7,134,14,66
2025-03-09,M2,Day,OP1,171,10,55
2025-03-09,M2,Night,OP10,102,6,27
2025-03-09,M3,Day,OP5,171,20,40
2025-03-09,M3,Night,OP8,141,17,43
2025-03-09,M4,Day,OP8,120,9,72
2025-03-09,M4,Night,OP10,157,10,59
2025-03-09,M5,Day,OP7,108,1,0
2025-03-09,M5,Night,OP6,113,3,18
2025-03-10,M1,Day,OP2,107,7,105
2025-03-10,M1,Night,OP9,115,8,51
2025-03-10,M2,Day,OP2,126,5,18
2025-03-10,M2,Night,OP4,140,6,24
2025-03-10,M3,Day,OP9,133,14,32
2025-03-10,M3,Night,OP3,151,16,55
2025-03-10,M4,Day,OP7,111,6,40
2025-03-10,M4,Night,OP8,138,4,49
2025-03-10,M5,Day,OP10,132,3,11
2025-03-10,M5,Night,OP3,169,5,14
2025-03-11,M1,Day,OP1,142,8,63
2025-03-11,M1,Night,OP10,159,13,76
2025-03-11,M2,Day,OP1,145,4,23
2025-03-11,M2,Night,OP5,174,6,46
2025-03-11,M3,Day,OP8,163,14,14
2025-03-11,M3,Night,OP5,141,16,28
2025-03-11,M4,Day,OP4,179,10,18
2025-03-11,M4,Night,OP2,142,7,28
2025-03-11,M5,Day,OP1,126,1,1
2025-03-11,M5,Night,OP8,162,5,27
2025-03-12,M1,Day,OP1,175,10,95
2025-03-12,M1,Night,OP1,178,17,103
2025-03-12,M2,Day,OP6,137,5,16
2025-03-12,M2,Night,OP2,140,6,16
2025-03-12,M3,Day,OP9,163,17,23
2025-03-12,M3,Night,OP1,110,10,51
2025-03-12,M4,Day,OP9,149,7,10
2025-03-12,M4,Night,OP2,129,8,26
2025-03-12,M5,Day,OP10,144,1,14
2025-03-12,M5,Night,OP6,119,2,13
2025-03-13,M1,Day,OP10,147,15,86
2025-03-13,M1,Night,OP9,103,10,86
2025-03-13,M2,Day,OP3,126,2,29
2025-03-13,M2,Night,OP6,139,7,34
2025-03-13,M3,Day,OP3,144,12,11
2025-03-13,M3,Night,OP6,113,12,48
2025-03-13,M4,Day,OP2,155,5,20
2025-03-13,M4,Night,OP5,152,6,30
2025-03-13,M5,Day,OP6,162,4,7
2025-03-13,M5,Night,OP7,124,3,24
2025-03-14,M1,Day,OP6,180,11,94
2025-03-14,M1,Night,OP1,155,13,120
2025-03-14,M2,Day,OP3,151,8,38
2025-03-14,M2,Night,OP9,111,7,55
2025-03-14,M3,Day,OP9,128,10,14
2025-03-14,M3,Night,OP2,119,10,40
2025-03-14,M4,Day,OP1,108,5,19
2025-03-14,M4,Night,OP2,105,5,42
2025-03-14,M5,Day,OP9,170,2,9
2025-03-14,M5,Night,OP4,163,6,10
2025-03-15,M1,Day,OP10,126,7,94
2025-03-15,M1,Night,OP8,159,13,125
2025-03-15,M2,Day,OP7,118,3,19
2025-03-15,M2,Night,OP5,180,12,29
2025-03-15,M3,Day,OP6,114,12,23
2025-03-15,M3,Night,OP7,153,19,91
2025-03-15,M4,Day,OP7,174,3,35
2025-03-15,M4,Night,OP5,151,13,67
2025-03-15,M5,Day,OP7,150,4,9
2025-03-15,M5,Night,OP3,132,2,24
2025-03-16,M1,Day,OP4,121,6,106
2025-03-16,M1,Night,OP10,133,14,132
2025-03-16,M2,Day,OP4,108,5,29
2025-03-16,M2,Night,OP3,147,9,38
2025-03-16,M3,Day,OP6,143,11,33
2025-03-16,M3,Night,OP8,145,14,28
2025-03-16,M4,Day,OP10,142,6,5
2025-03-16,M4,Night,OP5,156,7,0
2025-03-16,M5,Day,OP2,166,1,13
2025-03-16,M5,Night,OP8,118,4,13
2025-03-17,M1,Day,OP1,143,13,67
2025-03-17,M1,Night,OP9,168,21,122
2025-03-17,M2,Day,OP4,136,7,37
2025-03-17,M2,Night,OP4,173,11,55
2025-03-17,M3,Day,OP10,125,10,24
2025-03-17,M3,Night,OP6,168,20,37
2025-03-17,M4,Day,OP3,164,5,13
2025-03-17,M4,Night,OP1,118,4,46
2025-03-17,M5,Day,OP4,124,3,8
2025-03-17,M5,Night,OP9,164,10,60
2025-03-18,M1,Day,OP8,100,5,85
2025-03-18,M1,Night,OP6,105,11,89
2025-03-18,M2,Day,OP4,171,5,11
2025-03-18,M2,Night,OP6,134,6,25
2025-03-18,M3,Day,OP1,180,19,33
2025-03-18,M3,Night,OP7,154,17,35
2025-03-18,M4,Day,OP2,142,7,19
2025-03-18,M4,Night,OP1,114,4,14
2025-03-18,M5,Day,OP3,119,3,14
2025-03-18,M5,Night,OP7,136,3,7
2025-03-19,M1,Day,OP5,120,7,47
2025-03-19,M1,Night,OP6,117,10,94
2025-03-19,M2,Day,OP4,120,5,10
2025-03-19,M2,Night,OP2,173,12,46
2025-03-19,M3,Day,OP1,111,12,24
2025-03-19,M3,Night,OP6,127,15,24
2025-03-19,M4,Day,OP7,130,5,25
2025-03-19,M4,Night,OP5,104,3,44
2025-03-19,M5,Day,OP2,132,6,33
2025-03-19,M5,Night,OP5,106,2,12
2025-03-20,M1,Day,OP8,146,12,109
2025-03-20,M1,Night,OP6,130,8,68
2025-03-20,M2,Day,OP1,136,3,29
2025-03-20,M2,Night,OP10,108,4,60
2025-03-20,M3,Day,OP8,155,13,29
2025-03-20,M3,Night,OP6,122,14,66
2025-03-20,M4,Day,OP1,153,7,40
2025-03-20,M4,Night,OP6,170,11,37
2025-03-20,M5,Day,OP5,171,1,11
2025-03-20,M5,Night,OP8,168,4,17
2025-03-21,M1,Day,OP8,173,11,95
2025-03-21,M1,Night,OP8,160,16,159
2025-03-21,M2,Day,OP9,114,3,8
2025-03-21,M2,Night,OP8,114,5,31
2025-03-21,M3,Day,OP8,119,13,14
2025-03-21,M3,Night,OP4,129,13,27
2025-03-21,M4,Day,OP8,151,7,22
2025-03-21,M4,Night,OP7,105,5,45
2025-03-21,M5,Day,OP7,148,3,8
2025-03-21,M5,Night,OP1,132,4,15
2025-03-22,M1,Day,OP2,112,8,102
2025-03-22,M1,Night,OP2,179,22,160
2025-03-22,M2,Day,OP6,115,6,25
2025-03-22,M2,Night,OP2,127,6,31
2025-03-22,M3,Day,OP9,160,18,0
2025-03-22,M3,Night,OP7,113,15,67
2025-03-22,M4,Day,OP1,109,4,15
2025-03-22,M4,Night,OP10,150,6,23
2025-03-22,M5,Day,OP8,121,3,9
2025-03-22,M5,Night,OP10,104,3,11
2025-03-23,M1,Day,OP5,117,7,60
2025-03-23,M1,Night,OP4,177,16,114
2025-03-23,M2,Day,OP2,136,4,13
2025-03-23,M2,Night,OP1,129,8,24
2025-03-23,M3,Day,OP7,119,10,29
2025-03-23,M3,Night,OP3,125,12,51
2025-03-23,M4,Day,OP7,133,7,72
2025-03-23,M4,Night,OP7,175,10,14
2025-03-23,M5,Day,OP3,172,3,4
2025-03-23,M5,Night,OP8,150,7,54
2025-03-24,M1,Day,OP1,114,7,115
2025-03-24,M1,Night,OP6,180,18,74
2025-03-24,M2,Day,OP10,136,3,37
2025-03-24,M2,Night,OP2,154,6,30
2025-03-24,M3,Day,OP8,139,13,34
2025-03-24,M3,Night,OP5,165,16,36
2025-03-24,M4,Day,OP8,149,5,10
2025-03-24,M4,Night,OP10,156,10,37
2025-03-24,M5,Day,OP7,155,1,9
2025-03-24,M5,Night,OP1,178,10,45
2025-03-25,M1,Day,OP9,113,8,86
2025-03-25,M1,Night,OP8,132,10,114
2025-03-25,M2,Day,OP3,109,2,26
2025-03-25,M2,Night,OP6,170,9,39
2025-03-25,M3,Day,OP10,133,18,61
2025-03-25,M3,Night,OP9,142,13,34
2025-03-25,M4,Day,OP2,163,7,8
2025-03-25,M4,Night,OP4,101,5,23
2025-03-25,M5,Day,OP1,139,3,1
2025-03-25,M5,Night,OP8,134,4,21
2025-03-26,M1,Day,OP6,110,10,113
2025-03-26,M1,Night,OP8,140,14,118
2025-03-26,M2,Day,OP1,166,9,32
2025-03-26,M2,Night,OP3,141,7,30
2025-03-26,M3,Day,OP5,122,12,35
2025-03-26,M3,Night,OP8,102,16,86
2025-03-26,M4,Day,OP6,127,10,74
2025-03-26,M4,Night,OP10,142,6,50
2025-03-26,M5,Day,OP8,134,7,25
2025-03-26,M5,Night,OP5,179,6,16
2025-03-27,M1,Day,OP6,141,10,72
2025-03-27,M1,Night,OP7,113,8,54
2025-03-27,M2,Day,OP10,122,4,21
2025-03-27,M2,Night,OP5,152,4,0
2025-03-27,M3,Day,OP10,168,16,22
2025-03-27,M3,Night,OP2,135,18,79
2025-03-27,M4,Day,OP2,158,4,28
2025-03-27,M4,Night,OP3,119,7,24
2025-03-27,M5,Day,OP6,117,1,4
2025-03-27,M5,Night,OP3,177,4,28
2025-03-28,M1,Day,OP10,113,13,140
2025-03-28,M1,Night,OP7,158,11,112
2025-03-28,M2,Day,OP4,108,4,12
2025-03-28,M2,Night,OP2,157,7,30
2025-03-28,M3,Day,OP10,107,9,30
2025-03-28,M3,Night,OP2,158,17,27
2025-03-28,M4,Day,OP4,133,4,34
2025-03-28,M4,Night,OP5,175,10,42
2025-03-28,M5,Day,OP9,123,1,8
2025-03-28,M5,Night,OP7,124,4,22
2025-03-29,M1,Day,OP1,146,11,86
2025-03-29,M1,Night,OP7,106,8,53
2025-03-29,M2,Day,OP1,163,5,8
2025-03-29,M2,Night,OP3,109,3,26
2025-03-29,M3,Day,OP2,162,19,13
2025-03-29,M3,Night,OP10,140,14,22
2025-03-29,M4,Day,OP5,118,7,39
2025-03-29,M4,Night,OP9,162,4,29
2025-03-29,M5,Day,OP10,139,3,15
2025-03-29,M5,Night,OP6,112,3,14
2025-03-30,M1,Day,OP6,107,9,103
2025-03-30,M1,Night,OP3,132,10,89
2025-03-30,M2,Day,OP3,110,3,16
2025-03-30,M2,Night,OP9,167,7,48
2025-03-30,M3,Day,OP4,122,16,81
2025-03-30,M3,Night,OP5,169,16,44
2025-03-30,M4,Day,OP4,142,4,20
2025-03-30,M4,Night,OP7,153,6,19
2025-03-30,M5,Day,OP1,117,3,2
2025-03-30,M5,Night,OP6,120,2,8
2025-03-31,M1,Day,OP9,120,7,80
2025-03-31,M1,Night,OP4,167,10,61
2025-03-31,M2,Day,OP4,170,10,11
2025-03-31,M2,Night,OP3,136,8,39
2025-03-31,M3,Day,OP8,156,12,35
2025-03-31,M3,Night,OP9,132,14,55
2025-03-31,M4,Day,OP2,158,5,8
2025-03-31,M4,Night,OP9,141,9,54
2025-03-31,M5,Day,OP10,109,2,8
2025-03-31,M5,Night,OP9,161,5,23
2025-04-01,M1,Day,OP8,143,10,83
2025-04-01,M1,Night,OP4,159,16,79
2025-04-01,M2,Day,OP4,172,6,13
2025-04-01,M2,Night,OP9,178,6,28
2025-04-01,M3,Day,OP2,147,12,36
2025-04-01,M3,Night,OP10,142,18,88
2025-04-01,M4,Day,OP4,141,8,40
2025-04-01,M4,Night,OP4,124,7,29
2025-04-01,M5,Day,OP6,167,4,1
2025-04-01,M5,Night,OP7,140,4,20
2025-04-02,M1,Day,OP5,120,10,88
2025-04-02,M1,Night,OP7,147,15,61
2025-04-02,M2,Day,OP8,130,6,13
2025-04-02,M2,Night,OP2,119,11,54
2025-04-02,M3,Day,OP9,117,12,33
2025-04-02,M3,Night,OP2,104,14,87
2025-04-02,M4,Day,OP2,148,5,29
2025-04-02,M4,Night,OP3,119,5,45
2025-04-02,M5,Day,OP6,102,2,3
2025-04-02,M5,Night,OP8,141,4,19
2025-04-03,M1,Day,OP1,118,9,83
2025-04-03,M1,Night,OP10,109,11,116
2025-04-03,M2,Day,OP4,121,9,41
2025-04-03,M2,Night,OP1,162,8,0
2025-04-03,M3,Day,OP2,116,10,25
2025-04-03,M3,Night,OP2,141,18,31
2025-04-03,M4,Day,OP4,129,5,9
2025-04-03,M4,Night,OP8,116,5,18
2025-04-03,M5,Day,OP5,160,2,2
2025-04-03,M5,Night,OP9,156,4,12
2025-04-04,M1,Day,OP2,113,10,65
2025-04-04,M1,Night,OP1,119,9,124
2025-04-04,M2,Day,OP1,123,5,14
2025-04-04,M2,Night,OP8,112,7,38
2025-04-04,M3,Day,OP3,108,12,46
2025-04-04,M3,Night,OP1,168,17,35
2025-04-04,M4,Day,OP6,127,2,29
2025-04-04,M4,Night,OP10,131,7,30
2025-04-04,M5,Day,OP4,124,1,15
2025-04-04,M5,Night,OP2,151,3,24
2025-04-05,M1,Day,OP10,165,14,102
2025-04-05,M1,Night,OP2,119,7,58
2025-04-05,M2,Day,OP9,122,7,11
2025-04-05,M2,Night,OP3,170,7,32
2025-04-05,M3,Day,OP2,131,12,18
2025-04-05,M3,Night,OP6,121,14,37
2025-04-05,M4,Day,OP6,111,2,26
2025-04-05,M4,Night,OP3,142,9,38
2025-04-05,M5,Day,OP6,120,2,5
2025-04-05,M5,Night,OP5,110,2,29
2025-04-06,M1,Day,OP5,124,8,75
2025-04-06,M1,Night,OP7,173,10,90
2025-04-06,M2,Day,OP6,143,7,19
2025-04-06,M2,Night,OP7,106,4,54
2025-04-06,M3,Day,OP1,154,12,38
2025-04-06,M3,Night,OP3,142,17,31
2025-04-06,M4,Day,OP1,136,5,20
2025-04-06,M4,Night,OP9,116,6,53
2025-04-06,M5,Day,OP10,175,2,11
2025-04-06,M5,Night,OP3,164,4,26
2025-04-07,M1,Day,OP6,122,7,77
2025-04-07,M1,Night,OP10,142,19,122
2025-04-07,M2,Day,OP8,123,3,16
2025-04-07,M2,Night,UNKNOWN,156,6,38
2025-04-07,M3,Day,OP2,158,18,13
2025-04-07,M3,Night,OP1,159,17,31
2025-04-07,M4,Day,OP10,170,11,50
2025-04-07,M4,Night,OP2,124,8,54
2025-04-07,M5,Day,OP1,173,4,5
2025-04-07,M5,Night,OP3,140,3,21
2025-04-08,M1,Day,OP3,118,11,46
2025-04-08,M1,Night,OP3,122,8,97
2025-04-08,M2,Day,OP5,158,4,10
2025-04-08,M2,Night,OP7,120,8,55
2025-04-08,M3,Day,OP7,116,13,11
2025-04-08,M3,Night,OP9,141,20,94
2025-04-08,M4,Day,OP3,162,5,17
2025-04-08,M4,Night,OP9,129,10,82
2025-04-08,M5,Day,OP9,140,3,7
2025-04-08,M5,Night,OP5,152,3,12
2025-04-09,M1,Day,OP9,160,8,54
2025-04-09,M1,Night,OP7,149,11,53
2025-04-09,M2,Day,OP4,155,5,5
2025-04-09,M2,Night,OP2,167,8,56
2025-04-09,M3,Day,OP7,134,16,40
2025-04-09,M3,Night,OP6,143,16,45
2025-04-09,M4,Day,OP9,132,4,32
2025-04-09,M4,Night,OP5,103,5,32
2025-04-09,M5,Day,OP7,141,3,8
2025-04-09,M5,Night,OP7,162,3,24
2025-04-10,M1,Day,OP4,163,15,42
2025-04-10,M1,Night,OP6,180,19,131
2025-04-10,M2,Day,OP7,125,5,38
2025-04-10,M2,Night,OP1,122,5,10
2025-04-10,M3,Day,OP6,179,19,29
2025-04-10,M3,Night,OP4,132,16,29
2025-04-10,M4,Day,OP7,111,2,12
2025-04-10,M4,Night,OP2,110,4,45
2025-04-10,M5,Day,OP6,118,2,10
2025-04-10,M5,Night,OP9,144,8,61
2025-04-11,M1,Day,OP7,105,9,102
2025-04-11,M1,Night,OP3,167,13,0
2025-04-11,M2,Day,OP9,128,6,32
2025-04-11,M2,Night,OP7,132,8,33
2025-04-11,M3,Day,OP3,122,11,24
2025-04-11,M3,Night,OP8,171,17,43
2025-04-11,M4,Day,OP8,129,5,28
2025-04-11,M4,Night,OP6,167,8,47
2025-04-11,M5,Day,OP9,159,3,14
2025-04-11,M5,Night,OP9,101,3,15
2025-04-12,M1,Day,OP3,146,12,103
2025-04-12,M1,Night,OP4,178,11,130
2025-04-12,M2,Day,OP3,117,5,10
2025-04-12,M2,Night,OP9,123,4,40
2025-04-12,M3,Day,OP1,117,13,29
2025-04-12,M3,Night,OP4,113,12,28
2025-04-12,M4,Day,OP2,123,6,14
2025-04-12,M4,Night,OP2,127,7,47
2025-04-12,M5,Day,OP5,160,1,3
2025-04-12,M5,Night,OP2,143,8,68
2025-04-13,M1,Day,OP2,108,10,70
2025-04-13,M1,Night,OP2,136,14,87
2025-04-13,M2,Day,OP7,137,7,36
2025-04-13,M2,Night,OP9,110,4,36
2025-04-13,M3,Day,OP8,106,10,25
2025-04-13,M3,Night,OP4,145,14,36
2025-04-13,M4,Day,OP10,122,3,39
2025-04-13,M4,Night,OP7,170,7,23
2025-04-13,M5,Day,OP4,163,3,12
2025-04-13,M5,Night,OP10,160,4,17
2025-04-14,M1,Day,OP3,140,12,102
2025-04-14,M1,Night,OP6,146,14,76
2025-04-14,M2,Day,OP8,171,4,27
2025-04-14,M2,Night,OP6,176,11,53
2025-04-14,M3,Day,OP2,137,14,15
2025-04-14,M3,Night,OP10,123,13,35
2025-04-14,M4,Day,OP8,147,5,27
2025-04-14,M4,Night,OP5,109,10,59
2025-04-14,M5,Day,OP7,179,3,11
2025-04-14,M5,Night,OP3,121,3,17
2025-04-15,M1,Day,OP3,124,9,84
2025-04-15,M1,Night,OP2,176,18,75
2025-04-15,M2,Day,OP1,140,6,28
2025-04-15,M2,Night,OP8,156,9,24
2025-04-15,M3,Day,OP8,152,17,17
2025-04-15,M3,Night,OP7,160,17,23
2025-04-15,M4,Day,OP5,156,3,20
2025-04-15,M4,Night,OP7,131,5,35
2025-04-15,M5,Day,OP2,112,3,12
2025-04-15,M5,Night,OP7,140,3,21
2025-04-16,M1,Day,OP4,154,13,59
2025-04-16,M1,Night,OP7,152,9,108
2025-04-16,M2,Day,OP5,114,6,13
2025-04-16,M2,Night,OP4,147,10,17
2025-04-16,M3,Day,OP8,151,14,24
2025-04-16,M3,Night,OP3,149,22,58
2025-04-16,M4,Day,OP1,169,9,17
2025-04-16,M4,Night,OP6,179,5,44
2025-04-16,M5,Day,OP5,111,2,14
2025-04-16,M5,Night,OP4,170,3,15
2025-04-17,M1,Day,OP6,173,13,54
2025-04-17,M1,Night,OP6,112,7,126
2025-04-17,M2,Day,OP4,130,3,40
2025-04-17,M2,Night,OP3,152,8,46
2025-04-17,M3,Day,OP9,156,16,11
2025-04-17,M3,Night,OP6,105,13,31
2025-04-17,M4,Day,OP4,116,6,78
2025-04-17,M4,Night,OP8,132,7,42
2025-04-17,M5,Day,OP4,121,1,8
2025-04-17,M5,Night,OP3,148,5,15
2025-04-18,M1,Day,OP4,111,10,55
2025-04-18,M1,Night,OP7,119,11,74
2025-04-18,M2,Day,OP9,127,6,17
2025-04-18,M2,Night,OP9,160,9,25
2025-04-18,M3,Day,OP6,147,15,20
2025-04-18,M3,Night,OP8,155,19,41
2025-04-18,M4,Day,OP4,135,7,37
2025-04-18,M4,Night,OP8,156,8,15
2025-04-18,M5,Day,OP6,144,8,53
2025-04-18,M5,Night,OP10,138,4,19
2025-04-19,M1,Day,OP4,144,11,87
2025-04-19,M1,Night,OP5,127,10,129
2025-04-19,M2,Day,OP9,127,6,28
2025-04-19,M2,Night,OP8,141,7,43
2025-04-19,M3,Day,OP5,134,14,33
2025-04-19,M3,Night,OP3,125,11,41
2025-04-19,M4,Day,OP3,170,9,19
2025-04-19,M4,Night,OP8,153,9,40
2025-04-19,M5,Day,OP1,155,2,15
2025-04-19,M5,Night,OP5,134,7,42
2025-04-20,M1,Day,OP3,157,9,60
2025-04-20,M1,Night,OP10,178,17,95
2025-04-20,M2,Day,OP3,168,6,10
2025-04-20,M2,Night,OP4,108,9,60
2025-04-20,M3,Day,OP10,166,18,60
2025-04-20,M3,Night,OP4,148,16,34
2025-04-20,M4,Day,OP8,113,3,32
2025-04-20,M4,Night,OP7,180,7,33
2025-04-20,M5,Day,OP2,174,2,8
2025-04-20,M5,Night,OP5,103,3,21
2025-04-21,M1,Day,OP6,120,8,111
2025-04-21,M1,Night,OP8,167,15,61
2025-04-21,M2,Day,OP4,175,4,35
2025-04-21,M2,Night,OP2,142,9,29
2025-04-21,M3,Day,OP4,117,11,15
2025-04-21,M3,Night,OP6,180,20,49
2025-04-21,M4,Day,OP1,130,5,7
2025-04-21,M4,Night,OP2,142,4,46
2025-04-21,M5,Day,OP4,166,4,6
2025-04-21,M5,Night,OP7,150,8,50
2025-04-22,M1,Day,OP4,178,15,49
2025-04-22,M1,Night,OP6,148,17,169
2025-04-22,M2,Day,OP9,160,7,18
2025-04-22,M2,Night,OP3,105,7,32
2025-04-22,M3,Day,OP10,120,11,13
2025-04-22,M3,Night,OP1,115,14,27
2025-04-22,M4,Day,OP10,127,5,20
2025-04-22,M4,Night,OP8,172,11,12
2025-04-22,M5,Day,OP7,170,3,12
2025-04-22,M5,Night,OP5,172,6,14
2025-04-23,M1,Day,OP3,106,9,40
2025-04-23,M1,Night,OP2,152,9,93
2025-04-23,M2,Day,OP3,176,9,10
2025-04-23,M2,Night,OP8,170,6,49
2025-04-23,M3,Day,OP4,156,15,25
2025-04-23,M3,Night,OP2,139,14,44
2025-04-23,M4,Day,OP3,161,5,15
2025-04-23,M4,Night,UNKNOWN,130,7,54
2025-04-23,M5,Day,OP4,133,2,7
2025-04-23,M5,Night,OP9,109,3,17
2025-04-24,M1,Day,OP9,109,9,47
2025-04-24,M1,Night,OP1,112,14,94
2025-04-24,M2,Day,OP10,168,4,33
2025-04-24,M2,Night,OP7,101,5,28
2025-04-24,M3,Day,OP5,173,15,20
2025-04-24,M3,Night,OP5,137,14,28
2025-04-24,M4,Day,OP7,100,3,7
2025-04-24,M4,Night,OP2,145,4,47
2025-04-24,M5,Day,OP1,116,3,12
2025-04-24,M5,Night,OP5,156,3,22
2025-04-25,M1,Day,OP10,134,11,102
2025-04-25,M1,Night,OP4,145,10,80
2025-04-25,M2,Day,OP9,118,6,34
2025-04-25,M2,Night,OP2,168,10,46
2025-04-25,M3,Day,OP1,151,16,17
2025-04-25,M3,Night,OP6,152,18,27
2025-04-25,M4,Day,OP4,142,6,27
2025-04-25,M4,Night,OP10,175,8,56
2025-04-25,M5,Day,OP2,179,3,4
2025-04-25,M5,Night,OP6,158,5,22
2025-04-26,M1,Day,OP6,113,7,44
2025-04-26,M1,Night,OP7,137,12,126
2025-04-26,M2,Day,OP6,164,4,18
2025-04-26,M2,Night,OP4,174,15,69
2025-04-26,M3,Day,UNKNOWN,150,17,32
2025-04-26,M3,Night,OP2,153,16,40
2025-04-26,M4,Day,OP6,124,6,36
2025-04-26,M4,Night,OP2,153,5,26
2025-04-26,M5,Day,OP8,178,3,9
2025-04-26,M5,Night,OP8,104,6,60
2025-04-27,M1,Day,OP5,101,6,77
2025-04-27,M1,Night,OP2,143,12,124
2025-04-27,M2,Day,OP6,175,9,32
2025-04-27,M2,Night,OP6,170,6,29
2025-04-27,M3,Day,OP6,160,17,47
2025-04-27,M3,Night,OP8,118,11,36
2025-04-27,M4,Day,OP5,141,4,9
2025-04-27,M4,Night,OP7,166,9,46
2025-04-27,M5,Day,OP6,144,1,7
2025-04-27,M5,Night,OP4,147,5,35
2025-04-28,M1,Day,OP9,165,9,73
2025-04-28,M1,Night,OP10,103,10,101
2025-04-28,M2,Day,OP3,110,2,36
2025-04-28,M2,Night,OP1,115,6,54
2025-04-28,M3,Day,OP5,158,18,20
2025-04-28,M3,Night,OP9,171,19,43
2025-04-28,M4,Day,OP6,128,4,24
2025-04-28,M4,Night,OP8,140,6,35
2025-04-28,M5,Day,OP1,114,2,14
2025-04-28,M5,Night,OP3,167,4,26
2025-04-29,M1,Day,OP5,107,6,81
2025-04-29,M1,Night,OP10,123,12,67
2025-04-29,M2,Day,OP5,136,8,32
2025-04-29,M2,Night,OP5,100,6,25
2025-04-29,M3,Day,OP2,103,8,21
2025-04-29,M3,Night,OP1,130,16,42
2025-04-29,M4,Day,OP4,163,5,31
2025-04-29,M4,Night,OP8,163,9,69
2025-04-29,M5,Day,OP4,134,2,4
2025-04-29,M5,Night,OP10,174,6,14
2025-04-30,M1,Day,OP6,165,9,94
2025-04-30,M1,Night,OP8,102,11,116
2025-04-30,M2,Day,OP3,162,8,16
2025-04-30,M2,Night,OP6,134,4,31
2025-04-30,M3,Day,OP7,155,14,18
2025-04-30,M3,Night,OP6,100,10,40
2025-04-30,M4,Day,OP5,111,4,39
2025-04-30,M4,Night,OP10,139,6,49
2025-04-30,M5,Day,OP7,154,3,12
2025-04-30,M5,Night,OP5,113,4,32
